Animal ID,house_number,street_name,city,state
A821255,,Travis,Unknown,TX
A872425,,Travis,Unknown,TX
A912189,,Travis,Unknown,TX
A831758,,Travis,Unknown,TX
A852450,,Travis,Unknown,TX
A876975,,Travis,Unknown,TX
A860036,,Travis,Unknown,TX
A901777,,Travis,Unknown,TX
A852802,,Travis,Unknown,TX
A812610,,Travis,Unknown,TX
A892227,,Travis,Unknown,TX
A852979,,Travis,Unknown,TX
A849555,,Travis,Unknown,TX
A855110,,Travis,Unknown,TX
A851333,,Travis,Unknown,TX
A853115,,Travis,Unknown,TX
A860997,,Travis,Unknown,TX
A885292,,Travis,Unknown,TX
A812241,,Travis,Unknown,TX
A906183,,Travis,Unknown,TX
A896564,,Travis,Unknown,TX
A845178,,Travis,Unknown,TX
A917798,,Travis,Unknown,TX
A827129,,Travis,Unknown,TX
A848294,,Travis,Unknown,TX
A918024,,Travis,Unknown,TX
A856314,,Travis,Unknown,TX
A911067,,Travis,Unknown,TX
A903991,,Travis,Unknown,TX
A831619,,Travis,Unknown,TX
A914825,,Travis,Unknown,TX
A869197,,Travis,Unknown,TX
A831415,,Travis,Unknown,TX
A900344,,Travis,Unknown,TX
A860219,,Travis,Unknown,TX
A814463,,Travis,Unknown,TX
A874562,,Travis,Unknown,TX
A718810,,Travis,Unknown,TX
A879626,,Travis,Unknown,TX
A879627,,Travis,Unknown,TX
A885157,,Travis,Unknown,TX
A859461,,Travis,Unknown,TX
A842943,,Travis,Unknown,TX
A809185,,Travis,Unknown,TX
A821056,,Travis,Unknown,TX
A847457,,Travis,Unknown,TX
A908962,,Travis,Unknown,TX
A846623,,Travis,Unknown,TX
A892580,,Travis,Unknown,TX
A871328,,Travis,Unknown,TX
A842923,,Travis,Unknown,TX
A826045,,Travis,Unknown,TX
A840851,,Travis,Unknown,TX
A862515,,Travis,Unknown,TX
A823382,,Travis,Unknown,TX
A819610,,Travis,Unknown,TX
A861408,,Travis,Unknown,TX
A884956,,Travis,Unknown,TX
A837845,,Travis,Unknown,TX
A918458,,Travis,Unknown,TX
A821141,,Travis,Unknown,TX
A859916,,Travis,Unknown,TX
A736605,,Travis,Unknown,TX
A910573,,Travis,Unknown,TX
A869675,,Travis,Unknown,TX
A871248,,Travis,Unknown,TX
A823685,,Travis,Unknown,TX
A905269,,Travis,Unknown,TX
A921531,,Travis,Unknown,TX
A849567,,Travis,Unknown,TX
A833909,,Travis,Unknown,TX
A851351,,Travis,Unknown,TX
A856207,,Travis,Unknown,TX
A826244,,Travis,Unknown,TX
A821903,,Travis,Unknown,TX
A911939,,Travis,Unknown,TX
A812249,,Travis,Unknown,TX
A856631,,Travis,Unknown,TX
A898765,,Travis,Unknown,TX
A859885,,Travis,Unknown,TX
A843501,,Travis,Unknown,TX
A854475,,Travis,Unknown,TX
A847259,,Travis,Unknown,TX
A786577,,Travis,Unknown,TX
A664883,,Travis,Unknown,TX
A852792,,Travis,Unknown,TX
A888164,,Travis,Unknown,TX
A852978,,Travis,Unknown,TX
A881726,,Travis,Unknown,TX
A896875,,Travis,Unknown,TX
A846624,,Travis,Unknown,TX
A873571,,Travis,Unknown,TX
A822892,,Travis,Unknown,TX
A928323,,Travis,Unknown,TX
A708508,,Travis,Unknown,TX
A874490,,Travis,Unknown,TX
A887641,,Travis,Unknown,TX
A833792,,Travis,Unknown,TX
A901158,,Travis,Unknown,TX
A879132,,Travis,Unknown,TX
A882118,,Travis,Unknown,TX
A854439,,Travis,Unknown,TX
A929508,,Travis,Unknown,TX
A842705,,Travis,Unknown,TX
A889681,,Travis,Unknown,TX
A870472,,Travis,Unknown,TX
A882855,,Travis,Unknown,TX
A911066,,Travis,Unknown,TX
A863093,,Travis,Unknown,TX
A917800,,Travis,Unknown,TX
A859278,,Travis,Unknown,TX
A839305,,Travis,Unknown,TX
A882751,,Travis,Unknown,TX
A821246,,Travis,Unknown,TX
A822895,,Travis,Unknown,TX
A870494,,Travis,Unknown,TX
A922792,,Travis,Unknown,TX
A852488,,Travis,Unknown,TX
A882522,,Travis,Unknown,TX
A926165,,Travis,Unknown,TX
A917571,,Travis,Unknown,TX
A907286,,Travis,Unknown,TX
A819041,,Travis,Unknown,TX
A844366,,Travis,Unknown,TX
A886752,,Travis,Unknown,TX
A833526,,Travis,Unknown,TX
A872581,,Travis,Unknown,TX
A900244,,Travis,Unknown,TX
A814671,,Travis,Unknown,TX
A837034,,Travis,Unknown,TX
A920520,,Travis,Unknown,TX
A842508,,Travis,Unknown,TX
A875398,,Travis,Unknown,TX
A867631,,Travis,Unknown,TX
A852968,,Travis,Unknown,TX
A830164,,Travis,Unknown,TX
A888166,,Travis,Unknown,TX
A901690,,Travis,Unknown,TX
A872435,,Travis,Unknown,TX
A852977,,Travis,Unknown,TX
A833537,,Travis,Unknown,TX
A832202,,Travis,Unknown,TX
A912851,,Travis,Unknown,TX
A877862,,Travis,Unknown,TX
A812744,,Travis,Unknown,TX
A892579,,Travis,Unknown,TX
A866103,,Travis,Unknown,TX
A874655,,Travis,Unknown,TX
A898664,,Travis,Unknown,TX
A866266,,Travis,Unknown,TX
A914824,,Travis,Unknown,TX
A863526,,Travis,Unknown,TX
A889186,,Travis,Unknown,TX
A898674,,Travis,Unknown,TX
A918025,,Travis,Unknown,TX
A816950,,Travis,Unknown,TX
A853807,,Travis,Unknown,TX
A832320,,Travis,Unknown,TX
A918820,,Travis,Unknown,TX
A812048,,Travis,Unknown,TX
A813055,,Travis,Unknown,TX
A813763,,Travis,Unknown,TX
A845564,,Travis,Unknown,TX
A844623,,Travis,Unknown,TX
A871640,,Travis,Unknown,TX
A877936,,Travis,Unknown,TX
A812611,,Travis,Unknown,TX
A865223,,Travis,Unknown,TX
A865274,,Travis,Unknown,TX
A740251,,Travis,Unknown,TX
A822022,,Travis,Unknown,TX
A919484,,Travis,Unknown,TX
A851270,,Travis,Unknown,TX
A811498,,Travis,Unknown,TX
A848693,,Travis,Unknown,TX
A875667,,Travis,Unknown,TX
A822221,,Travis,Unknown,TX
A872571,,Travis,Unknown,TX
A840842,,Travis,Unknown,TX
A875114,,Travis,Unknown,TX
A820656,,Travis,Unknown,TX
A848692,,Travis,Unknown,TX
A830514,,Travis,Unknown,TX
A840499,,Travis,Unknown,TX
A832393,,Travis,Unknown,TX
A824138,,Travis,Unknown,TX
A852793,,Travis,Unknown,TX
A842155,,Travis,Unknown,TX
A814674,,Travis,Unknown,TX
A909710,,Travis,Unknown,TX
A872202,,Travis,Unknown,TX
A903191,,Travis,Unknown,TX
A856635,,Travis,Unknown,TX
A819354,,Travis,Unknown,TX
A835453,,Travis,Unknown,TX
A849556,,Travis,Unknown,TX
A921303,,Travis,Unknown,TX
A523770,,Travis,Unknown,TX
A907017,,Travis,Unknown,TX
A869679,,Travis,Unknown,TX
A842247,,Travis,Unknown,TX
A877264,,Travis,Unknown,TX
A841261,,Travis,Unknown,TX
A860622,,Travis,Unknown,TX
A903242,,Travis,Unknown,TX
A865197,,Travis,Unknown,TX
A821841,,Travis,Unknown,TX
A876650,,Travis,Unknown,TX
A921102,,Travis,Unknown,TX
A854150,,Travis,Unknown,TX
A855073,,Travis,Unknown,TX
A850582,,Travis,Unknown,TX
A852466,,Travis,Unknown,TX
A879107,,Travis,Unknown,TX
A874491,,Travis,Unknown,TX
A877910,,Travis,Unknown,TX
A918318,,Travis,Unknown,TX
A872242,,Travis,Unknown,TX
A825122,,Travis,Unknown,TX
A859277,,Travis,Unknown,TX
A860347,,Travis,Unknown,TX
A902357,,Travis,Unknown,TX
A857778,,Travis,Unknown,TX
A860341,,Travis,Unknown,TX
A813764,,Travis,Unknown,TX
A861395,,Travis,Unknown,TX
A835336,,Travis,Unknown,TX
A822742,,Travis,Unknown,TX
A871010,,Travis,Unknown,TX
A871362,,Travis,Unknown,TX
A884981,,Travis,Unknown,TX
A841268,,Travis,Unknown,TX
A868418,,Travis,Unknown,TX
A868455,,Travis,Unknown,TX
A893235,,Travis,Unknown,TX
A868334,,Travis,Unknown,TX
A870582,,Travis,Unknown,TX
A879144,,Travis,Unknown,TX
A868333,,Travis,Unknown,TX
A887995,,Travis,Unknown,TX
A869274,,Travis,Unknown,TX
A819606,,Travis,Unknown,TX
A907855,,Travis,Unknown,TX
A914424,,Travis,Unknown,TX
A850107,,Travis,Unknown,TX
A867489,,Travis,Unknown,TX
A905327,,Travis,Unknown,TX
A848450,,Travis,Unknown,TX
A912035,,Travis,Unknown,TX
A871133,,Travis,Unknown,TX
A923004,,Travis,Unknown,TX
A869715,,Travis,Unknown,TX
A819358,,Travis,Unknown,TX
A863161,,Travis,Unknown,TX
A913916,,Travis,Unknown,TX
A829506,,Travis,Unknown,TX
A921306,,Travis,Unknown,TX
A843618,,Travis,Unknown,TX
A852245,,Travis,Unknown,TX
A843385,,Travis,Unknown,TX
A854442,,Travis,Unknown,TX
A890454,,Travis,Unknown,TX
A831424,,Travis,Unknown,TX
A912535,,Travis,Unknown,TX
A868456,,Travis,Unknown,TX
A871849,,Travis,Unknown,TX
A884453,,Travis,Unknown,TX
A872967,,Travis,Unknown,TX
A859457,,Travis,Unknown,TX
A851580,,Travis,Unknown,TX
A836277,,Travis,Unknown,TX
A881725,,Travis,Unknown,TX
A843615,,Travis,Unknown,TX
A874226,,Travis,Unknown,TX
A881724,,Travis,Unknown,TX
A915130,,Travis,Unknown,TX
A888362,,Travis,Unknown,TX
A870499,,Travis,Unknown,TX
A900345,,Travis,Unknown,TX
A806733,,Travis,Unknown,TX
A821055,,Travis,Unknown,TX
A821058,,Travis,Unknown,TX
A911095,,Travis,Unknown,TX
A852469,,Travis,Unknown,TX
A921539,,Travis,Unknown,TX
A886149,,Travis,Unknown,TX
A868324,,Travis,Unknown,TX
A901782,,Travis,Unknown,TX
A891266,,Travis,Unknown,TX
A856692,,Travis,Unknown,TX
A819560,,Travis,Unknown,TX
A842337,,Travis,Unknown,TX
A818304,,Travis,Unknown,TX
A842538,,Travis,Unknown,TX
A845363,,Travis,Unknown,TX
A872103,,Travis,Unknown,TX
A822803,,Travis,Unknown,TX
A856710,,Travis,Unknown,TX
A842642,,Travis,Unknown,TX
A907285,,Travis,Unknown,TX
A857116,,Travis,Unknown,TX
A929503,,Travis,Unknown,TX
A901953,,Travis,Unknown,TX
A875706,,Travis,Unknown,TX
A868003,,Travis,Unknown,TX
A870407,,Travis,Unknown,TX
A825123,,Travis,Unknown,TX
A914428,,Travis,Unknown,TX
A873530,,Travis,Unknown,TX
A913084,,Travis,Unknown,TX
A874652,,Travis,Unknown,TX
A849609,,Travis,Unknown,TX
A813101,,Travis,Unknown,TX
A862690,,Travis,Unknown,TX
A574084,,Travis,Unknown,TX
A812417,,Travis,Unknown,TX
A831988,,Travis,Unknown,TX
A811879,,Travis,Unknown,TX
A852973,,Travis,Unknown,TX
A867672,,Travis,Unknown,TX
A821842,,Travis,Unknown,TX
A820235,,Travis,Unknown,TX
A890321,,Travis,Unknown,TX
A838864,,Travis,Unknown,TX
A853768,,Travis,Unknown,TX
A921598,,Travis,Unknown,TX
A890453,,Travis,Unknown,TX
A883373,,Travis,Unknown,TX
A846626,,Travis,Unknown,TX
A870586,,Travis,Unknown,TX
A844236,,Travis,Unknown,TX
A822740,,Travis,Unknown,TX
A879622,,Travis,Unknown,TX
A815315,,Travis,Unknown,TX
A869601,,Travis,Unknown,TX
A849557,,Travis,Unknown,TX
A840573,,Travis,Unknown,TX
A836916,,Travis,Unknown,TX
A912848,,Travis,Unknown,TX
A921101,,Travis,Unknown,TX
A905801,,Travis,Unknown,TX
A821256,,Travis,Unknown,TX
A863738,,Travis,Unknown,TX
A897061,,Travis,Unknown,TX
A899111,,Travis,Unknown,TX
A901253,,Travis,Unknown,TX
A906465,,Travis,Unknown,TX
A867238,,Travis,Unknown,TX
A826043,,Travis,Unknown,TX
A813697,,Travis,Unknown,TX
A860992,,Travis,Unknown,TX
A877567,,Travis,Unknown,TX
A812681,,Travis,Unknown,TX
A888609,,Travis,Unknown,TX
A846713,,Travis,Unknown,TX
A909148,,Travis,Unknown,TX
A851330,,Travis,Unknown,TX
A811198,,Travis,Unknown,TX
A899778,,Travis,Unknown,TX
A846411,,Travis,Unknown,TX
A886638,,Travis,Unknown,TX
A813890,,Travis,Unknown,TX
A822481,,Travis,Unknown,TX
A814360,,Travis,Unknown,TX
A826510,,Travis,Unknown,TX
A879072,,Travis,Unknown,TX
A904509,,Travis,Unknown,TX
A886113,,Travis,Unknown,TX
A832901,,Travis,Unknown,TX
A878020,,Travis,Unknown,TX
A880469,,Travis,Unknown,TX
A928244,,Travis,Unknown,TX
A852914,,Travis,Unknown,TX
A911665,,Travis,Unknown,TX
A813753,,Travis,Unknown,TX
A841146,,Travis,Unknown,TX
A859074,,Travis,Unknown,TX
A820333,,Travis,Unknown,TX
A853134,,Travis,Unknown,TX
A842925,,Travis,Unknown,TX
A916787,,Travis,Unknown,TX
A786269,,Travis,Unknown,TX
A886386,,Travis,Unknown,TX
A849883,,Travis,Unknown,TX
A844308,,Travis,Unknown,TX
A690653,,Travis,Unknown,TX
A925516,,Travis,Unknown,TX
A886780,,Travis,Unknown,TX
A896606,,Travis,Unknown,TX
A841758,,Travis,Unknown,TX
A909500,,Travis,Unknown,TX
A812096,,Travis,Unknown,TX
A832914,,Travis,Unknown,TX
A881763,,Travis,Unknown,TX
A813828,,Travis,Unknown,TX
A851213,,Travis,Unknown,TX
A870406,,Travis,Unknown,TX
A886779,,Travis,Unknown,TX
A887201,,Travis,Unknown,TX
A827990,,Travis,Unknown,TX
A832903,,Travis,Unknown,TX
A813829,,Travis,Unknown,TX
A888170,,Travis,Unknown,TX
A899060,,Travis,Unknown,TX
A889797,,Travis,Unknown,TX
A862692,,Travis,Unknown,TX
A912618,,Travis,Unknown,TX
A806844,,Travis,Unknown,TX
A812615,,Travis,Unknown,TX
A924791,,Travis,Unknown,TX
A823172,,Travis,Unknown,TX
A912274,,Travis,Unknown,TX
A921538,,Travis,Unknown,TX
A864268,,Travis,Unknown,TX
A833322,,Travis,Unknown,TX
A878630,,Travis,Unknown,TX
A849879,,Travis,Unknown,TX
A914734,,Travis,Unknown,TX
A839270,,Travis,Unknown,TX
A841761,,Travis,Unknown,TX
A854972,,Travis,Unknown,TX
A904782,,Travis,Unknown,TX
A862482,,Travis,Unknown,TX
A841859,,Travis,Unknown,TX
A867680,,Travis,Unknown,TX
A849546,,Travis,Unknown,TX
A851153,,Travis,Unknown,TX
A843531,,Travis,Unknown,TX
A868465,,Travis,Unknown,TX
A829792,,Travis,Unknown,TX
A830609,,Travis,Unknown,TX
A830729,,Travis,Unknown,TX
A724615,,Travis,Unknown,TX
A821758,,Travis,Unknown,TX
A928260,,Travis,Unknown,TX
A840841,,Travis,Unknown,TX
A814242,,Travis,Unknown,TX
A874084,,Travis,Unknown,TX
A924790,,Travis,Unknown,TX
A813296,,Travis,Unknown,TX
A830603,,Travis,Unknown,TX
A867681,,Travis,Unknown,TX
A856163,,Travis,Unknown,TX
A849880,,Travis,Unknown,TX
A861397,,Travis,Unknown,TX
A833469,,Travis,Unknown,TX
A908045,,Travis,Unknown,TX
A812247,,Travis,Unknown,TX
A880997,,Travis,Unknown,TX
A821057,,Travis,Unknown,TX
A874488,,Travis,Unknown,TX
A874603,,Travis,Unknown,TX
A862580,,Travis,Unknown,TX
A823383,,Travis,Unknown,TX
A849604,,Travis,Unknown,TX
A842375,,Travis,Unknown,TX
A914429,,Travis,Unknown,TX
A848916,,Travis,Unknown,TX
A861196,,Travis,Unknown,TX
A885731,,Travis,Unknown,TX
A834000,,Travis,Unknown,TX
A847160,,Travis,Unknown,TX
A866498,,Travis,Unknown,TX
A890638,,Travis,Unknown,TX
A870408,,Travis,Unknown,TX
A864942,,Travis,Unknown,TX
A842065,,Travis,Unknown,TX
A924660,,Travis,Unknown,TX
A908514,,Travis,Unknown,TX
A866499,,Travis,Unknown,TX
A925517,,Travis,Unknown,TX
A912275,,Travis,Unknown,TX
A908106,,Travis,Unknown,TX
A842461,,Travis,Unknown,TX
A880160,,Travis,Unknown,TX
A870199,,Travis,Unknown,TX
A867676,,Travis,Unknown,TX
A877693,,Travis,Unknown,TX
A825300,,Travis,Unknown,TX
A877935,,Travis,Unknown,TX
A880994,,Travis,Unknown,TX
A838472,,Travis,Unknown,TX
A928249,,Travis,Unknown,TX
A871450,,Travis,Unknown,TX
A849554,,Travis,Unknown,TX
A885038,,Travis,Unknown,TX
A874755,,Travis,Unknown,TX
A861508,,Travis,Unknown,TX
A911320,,Travis,Unknown,TX
A917014,,Travis,Unknown,TX
A872682,,Travis,Unknown,TX
A854445,,Travis,Unknown,TX
A813544,,Travis,Unknown,TX
A824940,,Travis,Unknown,TX
A887092,,Travis,Unknown,TX
A830373,,Travis,Unknown,TX
A812918,,Travis,Unknown,TX
A822896,,Travis,Unknown,TX
A848082,,Travis,Unknown,TX
A724829,,Travis,Unknown,TX
A850303,,Travis,Unknown,TX
A849582,,Travis,Unknown,TX
A786115,,Travis,Unknown,TX
A906466,,Travis,Unknown,TX
A855435,,Travis,Unknown,TX
A892455,,Travis,Unknown,TX
A919427,,Travis,Unknown,TX
A839118,,Travis,Unknown,TX
A813827,,Travis,Unknown,TX
A846504,,Travis,Unknown,TX
A848686,,Travis,Unknown,TX
A871933,,Travis,Unknown,TX
A886753,,Travis,Unknown,TX
A849561,,Travis,Unknown,TX
A921308,,Travis,Unknown,TX
A846063,,Travis,Unknown,TX
A842293,,Travis,Unknown,TX
A904462,,Travis,Unknown,TX
A908961,,Travis,Unknown,TX
A850141,,Travis,Unknown,TX
A900640,,Travis,Unknown,TX
A898766,,Travis,Unknown,TX
A851783,,Travis,Unknown,TX
A854774,,Travis,Unknown,TX
A740699,,Travis,Unknown,TX
A812248,,Travis,Unknown,TX
A903577,,Travis,Unknown,TX
A901482,,Travis,Unknown,TX
A859616,,Travis,Unknown,TX
A821252,,Travis,Unknown,TX
A911322,,Travis,Unknown,TX
A826529,,Travis,Unknown,TX
A870585,,Travis,Unknown,TX
A853604,,Travis,Unknown,TX
A833323,,Travis,Unknown,TX
A859130,,Travis,Unknown,TX
A818805,,Travis,Unknown,TX
A862693,,Travis,Unknown,TX
A921309,,Travis,Unknown,TX
A868463,,Travis,Unknown,TX
A859133,,Travis,Unknown,TX
A868417,,Travis,Unknown,TX
A871212,,Travis,Unknown,TX
A847287,,Travis,Unknown,TX
A856228,,Travis,Unknown,TX
A870409,,Travis,Unknown,TX
A882170,,Travis,Unknown,TX
A856162,,Travis,Unknown,TX
A867679,,Travis,Unknown,TX
A849669,,Travis,Unknown,TX
A848093,,Travis,Unknown,TX
A837703,,Travis,Unknown,TX
A830160,,Travis,Unknown,TX
A842064,,Travis,Unknown,TX
A864269,,Travis,Unknown,TX
A868664,,Travis,Unknown,TX
A903192,,Travis,Unknown,TX
A920884,,Travis,Unknown,TX
A878487,,Travis,Unknown,TX
A898787,,Travis,Unknown,TX
A868332,,Travis,Unknown,TX
A849559,,Travis,Unknown,TX
A845880,,Travis,Unknown,TX
A814673,,Travis,Unknown,TX
A908511,,Travis,Unknown,TX
A884658,,Travis,Unknown,TX
A869681,,Travis,Unknown,TX
A900415,,Travis,Unknown,TX
A854946,,Travis,Unknown,TX
A846622,,Travis,Unknown,TX
A921533,,Travis,Unknown,TX
A812754,,Travis,Unknown,TX
A907868,,Travis,Unknown,TX
A838863,,Travis,Unknown,TX
A813983,,Travis,Unknown,TX
A924824,,Travis,Unknown,TX
A912276,,Travis,Unknown,TX
A907871,,Travis,Unknown,TX
A862829,,Travis,Unknown,TX
A813657,,Travis,Unknown,TX
A813864,,Travis,Unknown,TX
A852449,,Travis,Unknown,TX
A814232,,Travis,Unknown,TX
A814231,,Travis,Unknown,TX
A811497,,Travis,Unknown,TX
A815147,,Travis,Unknown,TX
A842292,,Travis,Unknown,TX
A833438,,Travis,Unknown,TX
A924589,,Travis,Unknown,TX
A868072,,Travis,Unknown,TX
A797392,,Travis,Unknown,TX
A920002,,Travis,Unknown,TX
A802644,,Travis,Unknown,TX
A868328,,Travis,Unknown,TX
A900371,,Travis,Unknown,TX
A873572,,Travis,Unknown,TX
A838473,,Travis,Unknown,TX
A844607,,Travis,Unknown,TX
A832897,,Travis,Unknown,TX
A719289,,Travis,Unknown,TX
A784107,,Travis,Unknown,TX
A848671,,Travis,Unknown,TX
A868446,,Travis,Unknown,TX
A839192,,Travis,Unknown,TX
A926410,,Travis,Unknown,TX
A888163,,Travis,Unknown,TX
A849877,,Travis,Unknown,TX
A845768,,Travis,Unknown,TX
A813771,,Travis,Unknown,TX
A926607,,Travis,Unknown,TX
A874375,,Travis,Unknown,TX
A874560,,Travis,Unknown,TX
A895006,,Travis,Unknown,TX
A925521,,Travis,Unknown,TX
A868629,,Travis,Unknown,TX
A876670,,Travis,Unknown,TX
A791798,,Travis,Unknown,TX
A824113,,Travis,Unknown,TX
A831759,,Travis,Unknown,TX
A849268,,Travis,Unknown,TX
A926588,,Travis,Unknown,TX
A843386,,Travis,Unknown,TX
A838395,,Travis,Unknown,TX
A922779,,Travis,Unknown,TX
A853813,,Travis,Unknown,TX
A838594,,Travis,Unknown,TX
A844620,,Travis,Unknown,TX
A821891,,Travis,Unknown,TX
A818297,,Travis,Unknown,TX
A883218,,Travis,Unknown,TX
A820855,,Travis,Unknown,TX
A908543,,Travis,Unknown,TX
A920486,,Travis,Unknown,TX
A913520,,Travis,Unknown,TX
A835107,,Travis,Unknown,TX
A892568,,Travis,Unknown,TX
A901028,,Travis,Unknown,TX
A911941,,Travis,Unknown,TX
A847461,,Travis,Unknown,TX
A925647,,Travis,Unknown,TX
A903579,,Travis,Unknown,TX
A842471,,Travis,Unknown,TX
A859458,,Travis,Unknown,TX
A892573,,Travis,Unknown,TX
A880381,,Travis,Unknown,TX
A871137,,Travis,Unknown,TX
A861031,,Travis,Unknown,TX
A916461,,Travis,Unknown,TX
A902389,,Travis,Unknown,TX
A918327,,Travis,Unknown,TX
A839658,,Travis,Unknown,TX
A825774,,Travis,Unknown,TX
A859577,,Travis,Unknown,TX
A918330,,Travis,Unknown,TX
A928521,,Travis,Unknown,TX
A848695,,Travis,Unknown,TX
A812375,,Travis,Unknown,TX
A856954,,Travis,Unknown,TX
A881221,,Travis,Unknown,TX
A845709,,Travis,Unknown,TX
A921288,,Travis,Unknown,TX
A813576,,Travis,Unknown,TX
A850856,,Travis,Unknown,TX
A898665,,Travis,Unknown,TX
A896998,,Travis,Unknown,TX
A836276,,Travis,Unknown,TX
A872611,,Travis,Unknown,TX
A870238,,Travis,Unknown,TX
A845233,,Travis,Unknown,TX
A884954,,Travis,Unknown,TX
A912272,,Travis,Unknown,TX
A886502,,Travis,Unknown,TX
A859632,,Travis,Unknown,TX
A907284,,Travis,Unknown,TX
A875549,,Travis,Unknown,TX
A882119,,Travis,Unknown,TX
A841754,,Travis,Unknown,TX
A898673,,Travis,Unknown,TX
A821053,,Travis,Unknown,TX
A829065,,Travis,Unknown,TX
A912812,,Travis,Unknown,TX
A867671,,Travis,Unknown,TX
A881409,,Travis,Unknown,TX
A921540,,Travis,Unknown,TX
A854296,,Travis,Unknown,TX
A852227,,Travis,Unknown,TX
A853649,,Travis,Unknown,TX
A885018,,Travis,Unknown,TX
A892574,,Travis,Unknown,TX
A886636,,Travis,Unknown,TX
A921632,,Travis,Unknown,TX
A863550,,Travis,Unknown,TX
A812948,,Travis,Unknown,TX
A868125,,Travis,Unknown,TX
A892578,,Travis,Unknown,TX
A852408,,Travis,Unknown,TX
A920204,,Travis,Unknown,TX
A884660,,Travis,Unknown,TX
A815163,,Travis,Unknown,TX
A861192,,Travis,Unknown,TX
A926528,,Travis,Unknown,TX
A861632,,Travis,Unknown,TX
A813718,,Travis,Unknown,TX
A878536,,Travis,Unknown,TX
A911068,,Travis,Unknown,TX
A871847,,Travis,Unknown,TX
A918304,,Travis,Unknown,TX
A841973,,Travis,Unknown,TX
A875235,,Travis,Unknown,TX
A631050,,Travis,Unknown,TX
A884952,,Travis,Unknown,TX
A854444,,Travis,Unknown,TX
A813765,,Travis,Unknown,TX
A848691,,Travis,Unknown,TX
A898404,,Travis,Unknown,TX
A908103,,Travis,Unknown,TX
A848489,,Travis,Unknown,TX
A872678,,Travis,Unknown,TX
A910942,,Travis,Unknown,TX
A840850,,Travis,Unknown,TX
A870500,,Travis,Unknown,TX
A848714,,Travis,Unknown,TX
A821138,,Travis,Unknown,TX
A874191,,Travis,Unknown,TX
A874757,,Travis,Unknown,TX
A842399,,Travis,Unknown,TX
A798240,,Travis,Unknown,TX
A909763,,Travis,Unknown,TX
A918866,,Travis,Unknown,TX
A853388,,Travis,Unknown,TX
A843524,,Travis,Unknown,TX
A774095,,Travis,Unknown,TX
A872580,,Travis,Unknown,TX
A752348,,Travis,Unknown,TX
A880106,,Travis,Unknown,TX
A832899,,Travis,Unknown,TX
A849817,,Travis,Unknown,TX
A847291,,Travis,Unknown,TX
A811779,,Travis,Unknown,TX
A866965,,Travis,Unknown,TX
A847796,,Travis,Unknown,TX
A811598,,Travis,Unknown,TX
A840494,,Travis,Unknown,TX
A841860,,Travis,Unknown,TX
A817732,,Travis,Unknown,TX
A875425,,Travis,Unknown,TX
A862462,,Travis,Unknown,TX
A929504,,Travis,Unknown,TX
A856356,,Travis,Unknown,TX
A908883,,Travis,Unknown,TX
A818802,,Travis,Unknown,TX
A886634,,Travis,Unknown,TX
A879624,,Travis,Unknown,TX
A865217,,Travis,Unknown,TX
A850055,,Travis,Unknown,TX
A830878,,Travis,Unknown,TX
A884715,,Travis,Unknown,TX
A898769,,Travis,Unknown,TX
A861406,,Travis,Unknown,TX
A868961,,Travis,Unknown,TX
A695316,,Travis,Unknown,TX
A909262,,Travis,Unknown,TX
A882857,,Travis,Unknown,TX
A872243,,Travis,Unknown,TX
A829926,,Travis,Unknown,TX
A902865,,Travis,Unknown,TX
A873443,,Travis,Unknown,TX
A909780,,Travis,Unknown,TX
A821047,,Travis,Unknown,TX
A918028,,Travis,Unknown,TX
A920042,,Travis,Unknown,TX
A916139,,Travis,Unknown,TX
A855543,,Travis,Unknown,TX
A811976,,Travis,Unknown,TX
A792977,,Travis,Unknown,TX
A902063,,Travis,Unknown,TX
A824941,,Travis,Unknown,TX
A876651,,Travis,Unknown,TX
A848694,,Travis,Unknown,TX
A825136,,Travis,Unknown,TX
A850831,,Travis,Unknown,TX
A833791,,Travis,Unknown,TX
A852225,,Travis,Unknown,TX
A826112,,Travis,Unknown,TX
A821050,,Travis,Unknown,TX
A911069,,Travis,Unknown,TX
A915854,,Travis,Unknown,TX
A844641,,Travis,Unknown,TX
A841757,,Travis,Unknown,TX
A873122,,Travis,Unknown,TX
A840423,,Travis,Unknown,TX
A916138,,Travis,Unknown,TX
A923144,,Travis,Unknown,TX
A845360,,Travis,Unknown,TX
A812917,,Travis,Unknown,TX
A887686,,Travis,Unknown,TX
A838090,,Travis,Unknown,TX
A813769,,Travis,Unknown,TX
A812094,,Travis,Unknown,TX
A852452,,Travis,Unknown,TX
A844108,,Travis,Unknown,TX
A834954,,Travis,Unknown,TX
A873446,,Travis,Unknown,TX
A818275,,Travis,Unknown,TX
A813770,,Travis,Unknown,TX
A870411,,Travis,Unknown,TX
A840424,,Travis,Unknown,TX
A822852,,Travis,Unknown,TX
A867934,,Travis,Unknown,TX
A845562,,Travis,Unknown,TX
A875707,,Travis,Unknown,TX
A885039,,Travis,Unknown,TX
A877504,,Travis,Unknown,TX
A861648,,Travis,Unknown,TX
A874492,,Travis,Unknown,TX
A911966,,Travis,Unknown,TX
A840500,,Travis,Unknown,TX
A870471,,Travis,Unknown,TX
A900092,,Travis,Unknown,TX
A843387,,Travis,Unknown,TX
A927201,,Travis,Unknown,TX
A862463,,Travis,Unknown,TX
